Profile,Census_Year,Category,Sub_Category,Sub_Order,Value
Not stated (country of birth),2016,Household composition,One family household with non-family members present,2,85
Not stated (country of birth),2016,Household composition,Two family household,3,21
Not stated (country of birth),2016,Household composition,Three or more family household,4,0
Not stated (country of birth),2016,Household composition,Lone person household,5,333
Not stated (country of birth),2016,Household composition,Group household,6,317
Not stated (country of birth),2016,Household composition,Visitors only,7,207
Not stated (country of birth),2016,Household composition,Other non-classifiable,8,10821
Not stated (country of birth),2016,Household composition,Not applicable,9,13740
Not stated (country of birth),2016,Household composition,Family household,1,901
Not stated (country of birth),2016,Household composition,Lone person household,2,333
Not stated (country of birth),2016,Household composition,Group household,3,317
Not stated (country of birth),2016,Household composition,Visitors only,4,207
Not stated (country of birth),2016,Household composition,Other non-classifiable,5,10821
Not stated (country of birth),2016,Household composition,Not applicable,6,13740
Not stated (country of birth),2016,Housing type,Separate house,1,444
Not stated (country of birth),2016,Housing type,"Semi-detached, row or terrace house, townhouse etc. with one storey",2,373
Not stated (country of birth),2016,Housing type,"Semi-detached, row or terrace house, townhouse etc. with two or more storeys",3,809
Not stated (country of birth),2016,Housing type,Flat or apartment in a one or two storey block,4,428
Not stated (country of birth),2016,Housing type,Flat or apartment in a three storey block,5,1174
Not stated (country of birth),2016,Housing type,Flat or apartment in a four or more storey block,6,9236
Not stated (country of birth),2016,Housing type,Flat or apartment attached to a house,7,0
Not stated (country of birth),2016,Housing type,Caravan,8,0
Not stated (country of birth),2016,Housing type,"Cabin, houseboat",9,11
Not stated (country of birth),2016,Housing type,"Improvised home, tent, sleepers out",10,36
Not stated (country of birth),2016,Housing type,"House or flat attached to a shop, office, etc.",11,32
Not stated (country of birth),2016,Housing type,Not stated,12,32
Not stated (country of birth),2016,Housing type,Not applicable,13,13740
Not stated (country of birth),2016,Housing tenure,Owned with a mortgage,2,197
Not stated (country of birth),2016,Housing tenure,Being purchased under a shared equity scheme,3,0
Not stated (country of birth),2016,Housing tenure,Rented,4,819
Not stated (country of birth),2016,Housing tenure,Being occupied rent-free,5,17
Not stated (country of birth),2016,Housing tenure,Being occupied under a life tenure scheme,6,3
Not stated (country of birth),2016,Housing tenure,Other tenure type,7,9
Not stated (country of birth),2016,Housing tenure,Not stated,8,11328
Not stated (country of birth),2016,Housing tenure,Not applicable,9,13740
Overseas visitors,2016,Age,0-4 years,1,0
Overseas visitors,2016,Age,5-14 years,2,0
Overseas visitors,2016,Age,15-19 years,3,0
Overseas visitors,2016,Age,20-24 years,4,0
Overseas visitors,2016,Age,25-29 years,5,0
Overseas visitors,2016,Age,30-34 years,6,0
Overseas visitors,2016,Age,35-39 years,7,0
Overseas visitors,2016,Age,40-44 years,8,0
Overseas visitors,2016,Age,45-49 years,9,0
Overseas visitors,2016,Age,50-54 years,10,0
Overseas visitors,2016,Age,55-59 years,11,0
Overseas visitors,2016,Age,60-64 years,12,0
Overseas visitors,2016,Age,65+ years,13,0
Overseas visitors,2016,Proficiency in English,Speaks English only,1,0
Overseas visitors,2016,Proficiency in English,Speaks other language and speaks English: Very well,2,0
Overseas visitors,2016,Proficiency in English,Speaks other language and speaks English: Well,3,0
Overseas visitors,2016,Proficiency in English,Speaks other language and speaks English: Not well,4,0
Overseas visitors,2016,Proficiency in English,Speaks other language and speaks English: Not at all,5,0
Overseas visitors,2016,Proficiency in English,Not stated - both language (LANP) and proficiency (ENGP) not stated,6,0
Overseas visitors,2016,Proficiency in English,"Not stated - language (LANP) stated, proficiency (ENGP) not stated",7,0
Overseas visitors,2016,Educational institution attendance,Preschool,1,0
Overseas visitors,2016,Educational institution attendance,Infants/Primary,2,0
Overseas visitors,2016,Educational institution attendance,Secondary,3,0
Overseas visitors,2016,Educational institution attendance,Technical or Further Educational Institution (including TAFE Colleges),4,0
Overseas visitors,2016,Educational institution attendance,University or other Tertiary Institution,5,0
Overseas visitors,2016,Educational institution attendance,Other,6,0
Overseas visitors,2016,Educational institution attendance,Not stated,7,0
Overseas visitors,2016,Educational institution attendance,Not applicable,8,0
Overseas visitors,2016,Level of education,Postgraduate Degree Level,1,0
Overseas visitors,2016,Level of education,Graduate Diploma and Graduate Certificate Level,2,0
Overseas visitors,2016,Level of education,Bachelor Degree Level,3,0
Overseas visitors,2016,Level of education,Advanced Diploma and Diploma Level,4,0
Overseas visitors,2016,Level of education,Certificate Level,5,0
Overseas visitors,2016,Level of education,Level of education inadequately described,6,0
Overseas visitors,2016,Level of education,Level of education not stated,7,0
Overseas visitors,2016,Level of education,Not applicable,8,0
Overseas visitors,2016,Religious affiliation,Buddhism,1,0
Overseas visitors,2016,Religious affiliation,Christianity,2,0
Overseas visitors,2016,Religious affiliation,Hinduism,3,0
Overseas visitors,2016,Religious affiliation,Islam,4,0
Overseas visitors,2016,Religious affiliation,Judaism,5,0
Overseas visitors,2016,Religious affiliation,Other Religions,6,0
Overseas visitors,2016,Religious affiliation,Secular Beliefs and Other Spiritual Beliefs and No Religious Affiliation,7,0
Overseas visitors,2016,Religious affiliation,Inadequately described,8,0
Overseas visitors,2016,Religious affiliation,Not stated,9,0
Overseas visitors,2016,Year of arrival,Before 2000,1,0
Overseas visitors,2016,Year of arrival,2000-2005,2,0
Overseas visitors,2016,Year of arrival,2006-2010,3,0
Overseas visitors,2016,Year of arrival,2011-2015,4,0
Overseas visitors,2016,Year of arrival,Arrived 2016,5,0
Overseas visitors,2016,Need for assistance with core activities,Has need for assistance with core activities,1,0
Overseas visitors,2016,Need for assistance with core activities,Does not have need for assistance with core activities,2,0
Overseas visitors,2016,Need for assistance with core activities,Not stated,3,0
Overseas visitors,2016,Providing paid assistance,No unpaid assistance provided,1,0
Overseas visitors,2016,Providing paid assistance,Provided unpaid assistance,2,0
Overseas visitors,2016,Providing paid assistance,Not stated,3,0
Overseas visitors,2016,Providing paid assistance,Not applicable,4,0
Overseas visitors,2016,Providing child care,Did not provide child care,1,0
Overseas visitors,2016,Providing child care,Provided child care,2,0
Overseas visitors,2016,Providing child care,Not stated,3,0
Overseas visitors,2016,Providing child care,Not applicable,4,0
Overseas visitors,2016,Labour force status - detailed,"Employed, worked full-time",1,0
Overseas visitors,2016,Labour force status - detailed,"Employed, worked part-time",2,0
Overseas visitors,2016,Labour force status - detailed,"Employed, away from work",3,0
Overseas visitors,2016,Labour force status - detailed,"Unemployed, looking for full-time work",4,0
Overseas visitors,2016,Labour force status - detailed,"Unemployed, looking for part-time work",5,0
Overseas visitors,2016,Labour force status - detailed,Not in the labour force,6,0
Overseas visitors,2016,Labour force status - detailed,Not stated,7,0
Overseas visitors,2016,Labour force status - detailed,Not applicable,8,0
